timestamp,open,high,low,close,volume,target
2023-01-01 00:00:00,50248.357076505614,50481.051577128674,49768.63183071479,50248.357076505614,420.4870533080616,0
2023-01-01 01:00:00,50248.357076505614,50185.829036629846,50146.92625044684,50178.88153674378,313.504112562395,1
2023-01-01 02:00:00,50178.88153674378,50668.1842864909,50380.87578065215,50503.88440100439,267.9103216461752,1
2023-01-01 03:00:00,50503.88440100439,51485.493822615426,51133.31113656199,51273.073639077484,907.0888821637826,0
2023-01-01 04:00:00,51273.073639077484,51165.4261448819,50940.48798379896,51153.0160068272,469.3571442906954,0
2023-01-01 05:00:00,51153.0160068272,51132.82735084402,51011.582024276286,51033.247891761086,878.9564133045823,1
2023-01-01 06:00:00,51033.247891761086,51988.66822219544,51643.37720617712,51839.17148263743,253.79882865105924,1
2023-01-01 07:00:00,51839.17148263743,52374.99167027189,52182.806486717775,52237.00328790032,601.0866037125368,0
2023-01-01 08:00:00,52237.00328790032,52425.74056394389,51850.51266320742,51991.76393748363,792.5436398727433,1
2023-01-01 09:00:00,51991.76393748363,52421.40831643037,52011.946271566485,52273.85047456396,482.8927947547751,0
2023-01-01 10:00:00,52273.85047456396,52455.022422506074,52019.09451818652,52031.604202750495,203.35314226528317,0
2023-01-01 11:00:00,52031.604202750495,52183.98706809353,51582.70660371826,51789.27754071837,623.114399280351,1
2023-01-01 12:00:00,51789.27754071837,51931.74058071057,51600.24101740214,51914.588053083535,579.3304892964272,0
2023-01-01 13:00:00,51914.588053083535,50959.13866131969,50817.574462628734,50921.316495768406,220.97320924507682,0
2023-01-01 14:00:00,50921.316495768406,50294.75500929349,49898.61872699734,50042.9656269825,329.17658928738746,0
2023-01-01 15:00:00,50042.9656269825,50036.84369478549,49569.59060346265,49761.580271999635,636.0748665470599,0
2023-01-01 16:00:00,49761.580271999635,49866.3156283512,49061.31384403295,49257.57950103463,413.9814398886958,1
2023-01-01 17:00:00,49257.57950103463,49454.303761829215,49390.28430361632,49412.370130717616,263.1097595490941,0
2023-01-01 18:00:00,49412.370130717616,48984.892692894406,48925.581251129755,48963.69391364505,617.0258018619207,0
2023-01-01 19:00:00,48963.69391364505,48301.105176668985,48244.72800853998,48272.17785219216,815.7405806739011,1
2023-01-01 20:00:00,48272.17785219216,49099.09241289849,48873.74562790043,48979.67843261443,247.83921813789365,0
2023-01-01 21:00:00,48979.67843261443,49001.89157290779,48616.21568669824,48869.09392665907,570.7588822922073,1
2023-01-01 22:00:00,48869.09392665907,49115.09346061735,48822.37818078559,48902.094348435,453.20059668037186,0
2023-01-01 23:00:00,48902.094348435,48265.6488996393,47891.77412437383,48205.36264618528,439.24998648241683,0
2023-01-02 00:00:00,48205.36264618528,48391.39731291943,47858.67802855002,47942.94097964473,772.848442158626,1
2023-01-02 01:00:00,47942.94097964473,48375.35034349173,47992.268022281554,47996.12053136242,909.6171159471116,0
2023-01-02 02:00:00,47996.12053136242,47640.43856583596,46919.16619505498,47443.68826663458,915.8248998680923,1
2023-01-02 03:00:00,47443.68826663458,47832.61649196396,47553.60977531989,47621.93326328242,945.8489112521277,0
2023-01-02 04:00:00,47621.93326328242,47685.8485421449,47065.194386402305,47335.897507215836,225.34486539704852,0
2023-01-02 05:00:00,47335.897507215836,47318.02934022204,46903.46605330118,47197.82165277874,580.1149827786894,0
2023-01-02 06:00:00,47197.82165277874,46956.48945123655,46855.60434806915,46913.82923906573,236.50739175947606,1
2023-01-02 07:00:00,46913.82923906573,48043.55233959762,47587.6107659364,47782.80386357872,769.5516633154093,0
2023-01-02 08:00:00,47782.80386357872,47793.45038075729,47662.250853597456,47776.35451115517,786.2128171666214,0
2023-01-02 09:00:00,47776.35451115517,47353.15850184159,47075.04763634939,47271.018788033965,839.1315742048116,1
2023-01-02 10:00:00,47271.018788033965,47724.155134751905,47426.60551721489,47659.844147974276,817.5658292015983,0
2023-01-02 11:00:00,47659.844147974276,47178.59950551421,46947.90470071621,47077.99196710764,750.0273115537597,1
2023-01-02 12:00:00,47077.99196710764,47381.44479266681,46856.55072132276,47176.320753586195,724.55360002039,0
2023-01-02 13:00:00,47176.320753586195,46629.285778285666,46186.84493355613,46251.82049023247,411.1263941535275,0
2023-01-02 14:00:00,46251.82049023247,46043.39208119259,45296.13157502131,45637.51026311966,515.8052232797195,1
2023-01-02 15:00:00,45637.51026311966,45768.62881734306,45122.93517721847,45727.352829843534,650.308811891183,1
2023-01-02 16:00:00,45727.352829843534,46090.23042309948,45897.871727203055,46065.03404840852,726.9857414892031,1
2023-01-02 17:00:00,46065.03404840852,46194.00905672945,46041.96980393924,46143.97490548685,237.2851386228352,0
2023-01-02 18:00:00,46143.97490548685,46524.3284782685,45780.554036630005,46090.610191083,481.7176041721474,0
2023-01-02 19:00:00,46090.610191083,45994.078542798714,45928.83181684193,45951.82966047799,933.0116616160986,0
2023-01-02 20:00:00,45951.82966047799,45496.43078793419,45243.94836148222,45272.42175397164,986.3570790661012,0
2023-01-02 21:00:00,45272.42175397164,45517.05763756428,44828.781574400455,44946.53084797565,459.10243348311724,0
2023-01-02 22:00:00,44946.53084797565,44774.835664443985,44643.99749452681,44739.48970068847,822.5681037382103,1
2023-01-02 23:00:00,44739.48970068847,45405.10150983111,44687.80978465829,45212.440790211374,927.8700547714844,1
2023-01-03 00:00:00,45212.440790211374,45660.41244005164,45074.02463878773,45367.79900592685,763.7511232987736,0
2023-01-03 01:00:00,45367.79900592685,44902.82224632601,44509.84433746089,44567.9464918481,507.19556451942407,1
2023-01-03 02:00:00,44567.9464918481,44767.322853226455,44651.41345695016,44712.38406191664,548.5309954655318,0
2023-01-03 03:00:00,44712.38406191664,44719.35400648024,44505.19289886535,44540.20459374251,426.1545092049698,0
2023-01-03 04:00:00,44540.20459374251,44647.67923972851,43989.513275893085,44238.70214986618,111.78501092950027,1
2023-01-03 05:00:00,44238.70214986618,44735.672357780095,44394.316855623816,44509.29980140785,964.9632857225097,1
2023-01-03 06:00:00,44509.29980140785,45028.647659086906,44719.398130706184,44968.19046982665,176.81470127077947,1
2023-01-03 07:00:00,44968.19046982665,45387.128941737436,45351.056490071634,45386.97028759846,635.8465155880394,0
2023-01-03 08:00:00,45386.97028759846,45009.20939345935,45000.646002300324,45006.07487968508,288.91503378602715,0
2023-01-03 09:00:00,45006.07487968508,44892.674008005335,44832.13045467645,44866.91052627223,271.6189485972999,1
2023-01-03 10:00:00,44866.91052627223,45022.91022407821,44893.225400944604,45015.53819364633,608.3570199363548,1
2023-01-03 11:00:00,45015.53819364633,45770.27293169728,44850.285190644485,45454.68508294236,496.6864722444053,0
2023-01-03 12:00:00,45454.68508294236,45518.722960923755,44767.90943778192,45236.87794213119,239.71622133764126,0
2023-01-03 13:00:00,45236.87794213119,45218.327699169975,45095.36203190595,45152.89161746917,951.5039159202695,0
2023-01-03 14:00:00,45152.89161746917,44967.59994307375,44479.68878418484,44653.34938573007,679.5995889151142,0
2023-01-03 15:00:00,44653.34938573007,44199.03476873566,44103.851824863166,44119.20306250408,240.5373376295713,1
2023-01-03 16:00:00,44119.20306250408,44685.7670147298,44194.90385798755,44477.682980021455,124.38639325313514,1
2023-01-03 17:00:00,44477.682980021455,45239.69787689304,44916.74158223151,45080.907120377335,704.7034692388555,0
2023-01-03 18:00:00,45080.907120377335,45166.58841436047,44938.216491023224,45048.444304350436,687.4714970666872,1
2023-01-03 19:00:00,45048.444304350436,45580.301222758586,45448.373014941644,45500.52026293316,318.85497189950866,1
2023-01-03 20:00:00,45500.52026293316,45827.3967070495,45563.62996739593,45665.06653578803,847.1978781102924,0
2023-01-03 21:00:00,45665.06653578803,45743.96127201601,45142.0115707292,45370.47217061208,284.48586587423887,1
2023-01-03 22:00:00,45370.47217061208,45669.47172868154,45463.96394584417,45534.43906323509,111.70173115966243,1
2023-01-03 23:00:00,45534.43906323509,46620.78471118985,45826.82586619838,46234.77538636281,903.4045399692774,0
2023-01-04 00:00:00,46234.77538636281,46339.00791271297,45975.79464738593,46218.211297650494,333.4810900881632,1
2023-01-04 01:00:00,46218.211297650494,47250.180965838365,46529.89544940578,46941.3616085499,341.2572767405886,0
